record_id,timestamp,latitude,longitude,road_id,vehicle_count,avg_speed_kmh,vehicle_type,traffic_density,weather,visibility_m,road_condition,accident_occurred,accident_severity,alert_generated,temperature_c,humidity_pct,year,month,month_name,quarter,day,day_of_week,hour,is_weekend,time_of_day,accident_flag,alert_flag,severe_accident_flag,fatal_accident_flag,alert_success_type,traffic_density_score,traffic_flow_rate,visibility_category,region
4360,2023-01-17 14:55:00,13.07437676,80.23799449,RD-381,362,37,Truck,Very High,Storm,7666,Slippery,No,Not Applicable,Yes,25.55,39.3,2023,1,January,Q1,17,Tuesday,14,0,Midday,0,1,0,0,False Alarm (False Positive),4,13394,Good (>4km),South
4361,2023-10-25 11:51:00,19.02141597,69.61121281,RD-29,392,56,Bus,Medium,Rain,4310,Wet,No,Not Applicable,No,21.79,80.94,2023,10,October,Q4,25,Wednesday,11,0,Midday,0,0,0,0,Normal Flow (True Negative),2,21952,Good (>4km),West
4362,2023-01-23 23:26:00,26.01943715,87.96513737,RD-428,36,42,Bus,Medium,Rain,3813,Dry,Yes,Unspecified,No,38.13,61.3,2023,1,January,Q1,23,Monday,23,0,Night,1,0,0,0,Missed Incident (False Negative),2,1512,Moderate (1-4km),East
4363,2019-05-12 02:07:00,17.55601252,73.66327683,RD-267,76,88,Car,Medium,Rain,8504,Dry,No,Not Applicable,No,42.91,86.0,2019,5,May,Q2,12,Sunday,2,1,Night,0,0,0,0,Normal Flow (True Negative),2,6688,Good (>4km),West
4364,2022-10-01 23:03:00,28.64434659,81.5861784,RD-154,199,68,Bike,Very High,Fog,1248,Wet,No,Not Applicable,Yes,35.7,78.36,2022,10,October,Q4,1,Saturday,23,1,Night,0,1,0,0,False Alarm (False Positive),4,13532,Moderate (1-4km),North
4365,2019-09-27 04:02:00,12.78875686,80.5938194,RD-290,329,14,Truck,Low,Snow,5116,Under Maintenance,No,Not Applicable,No,26.8,71.58,2019,9,September,Q3,27,Friday,4,0,Night,0,0,0,0,Normal Flow (True Negative),1,4606,Good (>4km),South
4366,2018-04-26 14:51:00,25.4184602,81.57609238,RD-372,395,100,Bus,Very High,Storm,8321,Wet,No,Not Applicable,No,40.0,30.3,2018,4,April,Q2,26,Thursday,14,0,Midday,0,0,0,0,Normal Flow (True Negative),4,39500,Good (>4km),Central
4367,2021-05-18 19:28:00,19.54101915,78.89083388,RD-348,252,104,Mixed,Very High,Clear,1737,Slippery,Yes,Unspecified,No,22.4,55.67,2021,5,May,Q2,18,Tuesday,19,0,Evening Peak,1,0,0,0,Missed Incident (False Negative),4,26208,Moderate (1-4km),Central
4368,2019-10-19 21:33:00,22.73898838,75.02917703,RD-162,421,54,Bike,Low,Fog,1288,Dry,No,Not Applicable,No,33.26,41.85,2019,10,October,Q4,19,Saturday,21,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),1,22734,Moderate (1-4km),Central
4369,2023-09-01 21:39:00,24.51935877,81.01270754,RD-285,127,67,Bike,Medium,Fog,2164,Dry,No,Not Applicable,Yes,24.9,84.65,2023,9,September,Q3,1,Friday,21,0,Evening Peak,0,1,0,0,False Alarm (False Positive),2,8509,Moderate (1-4km),Central
4370,2018-01-31 20:04:00,9.736980528,69.34036622,RD-275,487,63,Truck,Low,Clear,8563,Wet,No,Not Applicable,Yes,25.53,40.48,2018,1,January,Q1,31,Wednesday,20,0,Evening Peak,0,1,0,0,False Alarm (False Positive),1,30681,Good (>4km),South
4371,2021-01-14 17:13:00,34.79670358,75.02735402,RD-10,178,16,Truck,High,Fog,4449,Wet,No,Not Applicable,No,26.07,47.16,2021,1,January,Q1,14,Thursday,17,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),3,2848,Good (>4km),North
4372,2022-03-09 08:21:00,30.79666322,90.76060278,RD-107,379,62,Truck,Very High,Storm,4378,Dry,No,Not Applicable,No,31.6,61.01,2022,3,March,Q1,9,Wednesday,8,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),4,23498,Good (>4km),North
4373,2019-07-28 07:25:00,20.83121787,92.44179126,RD-296,96,93,Car,Very High,Snow,9574,Dry,No,Not Applicable,Yes,21.53,45.8,2019,7,July,Q3,28,Sunday,7,1,Morning Peak,0,1,0,0,False Alarm (False Positive),4,8928,Good (>4km),East
4374,2023-12-20 05:06:00,23.87661545,88.74397081,RD-351,106,13,Bike,Low,Snow,7702,Slippery,No,Not Applicable,No,31.93,42.59,2023,12,December,Q4,20,Wednesday,5,0,Night,0,0,0,0,Normal Flow (True Negative),1,1378,Good (>4km),East
4375,2018-12-12 01:11:00,8.943532488,86.3443569,RD-170,445,53,Car,Low,Storm,6139,Under Maintenance,No,Not Applicable,No,35.35,65.95,2018,12,December,Q4,12,Wednesday,1,0,Night,0,0,0,0,Normal Flow (True Negative),1,23585,Good (>4km),South
4376,2023-11-02 09:11:00,22.44047267,91.52670702,RD-410,279,65,Car,High,Storm,6721,Dry,No,Not Applicable,No,34.5,35.34,2023,11,November,Q4,2,Thursday,9,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),3,18135,Good (>4km),East
4377,2022-08-26 18:48:00,20.3631623,71.70709681,RD-470,70,85,Car,Medium,Snow,6056,Under Maintenance,No,Not Applicable,Yes,31.48,33.49,2022,8,August,Q3,26,Friday,18,0,Evening Peak,0,1,0,0,False Alarm (False Positive),2,5950,Good (>4km),West
4378,2023-07-24 08:08:00,18.86007274,83.23237,RD-455,471,82,Bike,High,Storm,2641,Dry,Yes,Major,No,45.17,52.33,2023,7,July,Q3,24,Monday,8,0,Morning Peak,1,0,1,0,Missed Incident (False Negative),3,38622,Moderate (1-4km),Central
4379,2022-11-12 04:03:00,31.64521188,71.37315384,RD-408,59,92,Mixed,High,Fog,9655,Under Maintenance,No,Not Applicable,No,24.36,73.24,2022,11,November,Q4,12,Saturday,4,1,Night,0,0,0,0,Normal Flow (True Negative),3,5428,Good (>4km),North
4380,2019-07-16 03:03:00,13.27580686,90.55811618,RD-182,22,109,Bus,Very High,Snow,245,Wet,No,Not Applicable,No,35.17,63.29,2019,7,July,Q3,16,Tuesday,3,0,Night,0,0,0,0,Normal Flow (True Negative),4,2398,Poor (<1km),South
4381,2021-07-15 13:52:00,13.11299724,83.09613518,RD-34,205,55,Bike,Very High,Clear,6428,Slippery,No,Not Applicable,No,21.86,55.37,2021,7,July,Q3,15,Thursday,13,0,Midday,0,0,0,0,Normal Flow (True Negative),4,11275,Good (>4km),South
4382,2018-08-21 10:37:00,23.12865696,91.49072167,RD-497,379,49,Bike,Very High,Clear,1436,Dry,Yes,Fatal,Yes,22.13,63.95,2018,8,August,Q3,21,Tuesday,10,0,Morning Peak,1,1,1,1,True Positive,4,18571,Moderate (1-4km),East
4383,2022-04-02 11:37:00,27.92717104,91.17283933,RD-77,284,71,Truck,Very High,Storm,4530,Under Maintenance,No,Not Applicable,No,37.22,51.93,2022,4,April,Q2,2,Saturday,11,1,Midday,0,0,0,0,Normal Flow (True Negative),4,20164,Good (>4km),East
4384,2020-12-07 16:46:00,8.650775356,81.52015893,RD-144,225,118,Bus,High,Clear,2516,Wet,No,Not Applicable,No,36.98,86.17,2020,12,December,Q4,7,Monday,16,0,Midday,0,0,0,0,Normal Flow (True Negative),3,26550,Moderate (1-4km),South
4385,2020-01-23 23:59:00,23.82937422,82.40935455,RD-431,301,109,Truck,Very High,Clear,1658,Dry,No,Not Applicable,No,46.34,33.29,2020,1,January,Q1,23,Thursday,23,0,Night,0,0,0,0,Normal Flow (True Negative),4,32809,Moderate (1-4km),Central
4386,2019-04-10 06:22:00,16.66227473,68.81975736,RD-16,335,84,Mixed,Medium,Snow,1183,Dry,No,Not Applicable,No,36.74,70.4,2019,4,April,Q2,10,Wednesday,6,0,Night,0,0,0,0,Normal Flow (True Negative),2,28140,Moderate (1-4km),West
4387,2019-04-19 19:50:00,29.94956402,83.18188542,RD-174,277,22,Car,Very High,Fog,8139,Slippery,No,Not Applicable,No,48.79,83.48,2019,4,April,Q2,19,Friday,19,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),4,6094,Good (>4km),North
4388,2021-11-16 00:37:00,21.5972853,87.64647851,RD-193,338,107,Truck,Low,Rain,7365,Under Maintenance,No,Not Applicable,No,21.46,78.23,2021,11,November,Q4,16,Tuesday,0,0,Night,0,0,0,0,Normal Flow (True Negative),1,36166,Good (>4km),East
4389,2018-01-24 09:42:00,32.18818269,74.77601523,RD-321,22,65,Mixed,Very High,Clear,4966,Dry,No,Not Applicable,No,22.94,41.04,2018,1,January,Q1,24,Wednesday,9,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),4,1430,Good (>4km),North
4390,2023-03-16 09:58:00,19.51230329,96.60928794,RD-274,33,54,Bus,Very High,Storm,6065,Wet,No,Not Applicable,No,21.32,47.76,2023,3,March,Q1,16,Thursday,9,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),4,1782,Good (>4km),East
4391,2021-09-07 22:43:00,31.98559691,96.27003734,RD-432,183,18,Car,High,Rain,4192,Dry,No,Not Applicable,No,25.56,73.02,2021,9,September,Q3,7,Tuesday,22,0,Night,0,0,0,0,Normal Flow (True Negative),3,3294,Good (>4km),North
4392,2018-06-07 23:56:00,28.77870544,76.20208725,RD-85,280,14,Mixed,High,Clear,2462,Under Maintenance,Yes,Fatal,Yes,36.24,35.06,2018,6,June,Q2,7,Thursday,23,0,Night,1,1,1,1,True Positive,3,3920,Moderate (1-4km),North
4393,2022-12-08 01:42:00,32.01946422,88.67622444,RD-293,439,78,Truck,Low,Fog,9810,Wet,No,Not Applicable,No,39.37,78.71,2022,12,December,Q4,8,Thursday,1,0,Night,0,0,0,0,Normal Flow (True Negative),1,34242,Good (>4km),North
4394,2019-10-30 11:04:00,31.56019343,68.87004838,RD-311,379,10,Mixed,Low,Clear,5027,Under Maintenance,No,Not Applicable,Yes,21.37,73.13,2019,10,October,Q4,30,Wednesday,11,0,Midday,0,1,0,0,False Alarm (False Positive),1,3790,Good (>4km),North
4395,2021-05-07 14:06:00,22.10456814,87.30682861,RD-200,103,7,Mixed,High,Storm,5444,Dry,No,Not Applicable,Yes,48.38,73.78,2021,5,May,Q2,7,Friday,14,0,Midday,0,1,0,0,False Alarm (False Positive),3,721,Good (>4km),East
4396,2022-05-22 01:26:00,18.67465084,86.09647814,RD-96,105,117,Car,High,Fog,4227,Wet,No,Not Applicable,No,45.26,36.01,2022,5,May,Q2,22,Sunday,1,1,Night,0,0,0,0,Normal Flow (True Negative),3,12285,Good (>4km),East
4397,2022-07-04 01:25:00,30.18920039,91.84263013,RD-305,489,90,Bike,Very High,Storm,2372,Wet,No,Not Applicable,Yes,28.9,73.07,2022,7,July,Q3,4,Monday,1,0,Night,0,1,0,0,False Alarm (False Positive),4,44010,Moderate (1-4km),North
4398,2020-06-17 14:54:00,18.48419823,76.82658735,RD-60,491,6,Mixed,High,Storm,7047,Under Maintenance,No,Not Applicable,No,22.32,70.79,2020,6,June,Q2,17,Wednesday,14,0,Midday,0,0,0,0,Normal Flow (True Negative),3,2946,Good (>4km),Central
4399,2019-08-12 04:00:00,10.59250054,93.46229443,RD-443,44,107,Car,Low,Storm,2678,Dry,No,Not Applicable,No,25.1,79.86,2019,8,August,Q3,12,Monday,4,0,Night,0,0,0,0,Normal Flow (True Negative),1,4708,Moderate (1-4km),South
4400,2022-10-17 03:09:00,32.90649477,92.88127579,RD-401,411,80,Car,High,Storm,375,Wet,No,Not Applicable,No,23.81,32.5,2022,10,October,Q4,17,Monday,3,0,Night,0,0,0,0,Normal Flow (True Negative),3,32880,Poor (<1km),North
4401,2023-01-21 01:09:00,19.51874887,87.41848585,RD-385,476,5,Bus,Medium,Storm,8466,Wet,No,Not Applicable,No,23.7,31.39,2023,1,January,Q1,21,Saturday,1,1,Night,0,0,0,0,Normal Flow (True Negative),2,2380,Good (>4km),East
4402,2022-12-11 05:04:00,11.84551457,81.6977112,RD-158,251,56,Bus,Low,Fog,3000,Dry,No,Not Applicable,No,35.56,52.38,2022,12,December,Q4,11,Sunday,5,1,Night,0,0,0,0,Normal Flow (True Negative),1,14056,Moderate (1-4km),South
4403,2019-05-03 08:07:00,26.74782757,85.933636,RD-362,216,105,Bike,Medium,Snow,2767,Under Maintenance,Yes,Major,No,27.38,38.93,2019,5,May,Q2,3,Friday,8,0,Morning Peak,1,0,1,0,Missed Incident (False Negative),2,22680,Moderate (1-4km),East
4404,2020-09-13 03:57:00,33.80342419,89.1688043,RD-440,159,17,Truck,Low,Fog,2299,Under Maintenance,No,Not Applicable,No,30.74,63.5,2020,9,September,Q3,13,Sunday,3,1,Night,0,0,0,0,Normal Flow (True Negative),1,2703,Moderate (1-4km),North
4405,2022-02-04 10:50:00,32.96800011,96.2822903,RD-162,290,36,Mixed,High,Snow,6661,Dry,No,Not Applicable,No,49.69,85.04,2022,2,February,Q1,4,Friday,10,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),3,10440,Good (>4km),North
4406,2018-11-02 19:51:00,24.0789578,71.53011755,RD-364,289,29,Mixed,Low,Fog,6997,Under Maintenance,Yes,Unspecified,Yes,40.53,53.49,2018,11,November,Q4,2,Friday,19,0,Evening Peak,1,1,0,0,True Positive,1,8381,Good (>4km),West
4407,2022-03-05 00:09:00,10.55406239,77.07911065,RD-17,399,119,Car,Low,Storm,7436,Dry,No,Not Applicable,No,48.47,80.7,2022,3,March,Q1,5,Saturday,0,1,Night,0,0,0,0,Normal Flow (True Negative),1,47481,Good (>4km),South
4408,2019-09-11 17:04:00,28.20148937,90.64077308,RD-140,173,42,Car,High,Fog,4642,Slippery,No,Not Applicable,No,24.28,30.01,2019,9,September,Q3,11,Wednesday,17,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),3,7266,Good (>4km),North
4409,2021-01-15 20:38:00,25.6560323,79.86622065,RD-212,403,9,Car,Low,Fog,9335,Wet,No,Not Applicable,Yes,31.46,40.11,2021,1,January,Q1,15,Friday,20,0,Evening Peak,0,1,0,0,False Alarm (False Positive),1,3627,Good (>4km),Central
4410,2022-03-11 16:17:00,14.09430183,87.50191917,RD-45,277,105,Bus,High,Snow,5971,Under Maintenance,No,Not Applicable,No,36.64,31.83,2022,3,March,Q1,11,Friday,16,0,Midday,0,0,0,0,Normal Flow (True Negative),3,29085,Good (>4km),South
4411,2023-09-28 14:20:00,34.11566743,71.86042126,RD-255,334,22,Car,Very High,Fog,5127,Wet,Yes,Fatal,No,22.3,49.69,2023,9,September,Q3,28,Thursday,14,0,Midday,1,0,1,1,Missed Incident (False Negative),4,7348,Good (>4km),North
4412,2023-12-02 11:48:00,10.51336438,88.56568651,RD-450,413,14,Bike,High,Fog,8379,Slippery,No,Not Applicable,No,20.13,84.49,2023,12,December,Q4,2,Saturday,11,1,Midday,0,0,0,0,Normal Flow (True Negative),3,5782,Good (>4km),South
4413,2020-09-21 23:46:00,18.8181095,87.54785074,RD-122,46,57,Car,Low,Clear,3407,Slippery,No,Not Applicable,No,40.11,35.82,2020,9,September,Q3,21,Monday,23,0,Night,0,0,0,0,Normal Flow (True Negative),1,2622,Moderate (1-4km),East
4414,2018-08-10 22:16:00,10.74145854,84.98878194,RD-191,27,87,Truck,Medium,Storm,1711,Wet,No,Not Applicable,No,39.25,66.38,2018,8,August,Q3,10,Friday,22,0,Night,0,0,0,0,Normal Flow (True Negative),2,2349,Moderate (1-4km),South
4415,2019-10-04 17:30:00,34.44640084,90.19190099,RD-232,120,38,Car,High,Storm,1545,Dry,No,Not Applicable,Yes,32.32,57.09,2019,10,October,Q4,4,Friday,17,0,Evening Peak,0,1,0,0,False Alarm (False Positive),3,4560,Moderate (1-4km),North
4416,2023-04-09 01:44:00,9.026139744,93.52325474,RD-425,497,34,Mixed,High,Clear,3988,Under Maintenance,No,Not Applicable,No,34.69,86.31,2023,4,April,Q2,9,Sunday,1,1,Night,0,0,0,0,Normal Flow (True Negative),3,16898,Moderate (1-4km),South
4417,2019-12-31 12:55:00,20.34717853,92.0497756,RD-487,234,36,Mixed,High,Fog,1944,Under Maintenance,No,Not Applicable,No,32.46,37.35,2019,12,December,Q4,31,Tuesday,12,0,Midday,0,0,0,0,Normal Flow (True Negative),3,8424,Moderate (1-4km),East
4418,2023-09-11 11:13:00,32.99158191,71.69964877,RD-155,306,15,Car,High,Rain,7446,Slippery,No,Not Applicable,Yes,20.72,42.72,2023,9,September,Q3,11,Monday,11,0,Midday,0,1,0,0,False Alarm (False Positive),3,4590,Good (>4km),North
4419,2019-05-30 11:04:00,15.29008783,89.58740775,RD-111,277,90,Mixed,Medium,Fog,9299,Slippery,No,Not Applicable,No,30.06,31.77,2019,5,May,Q2,30,Thursday,11,0,Midday,0,0,0,0,Normal Flow (True Negative),2,24930,Good (>4km),South
4420,2018-03-10 21:36:00,11.04535585,81.04316879,RD-269,362,34,Car,High,Storm,6970,Dry,No,Not Applicable,No,25.31,56.04,2018,3,March,Q1,10,Saturday,21,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),3,12308,Good (>4km),South
4421,2023-07-09 05:51:00,11.68312562,77.68257274,RD-155,206,5,Car,Medium,Fog,1609,Dry,No,Not Applicable,No,22.95,46.67,2023,7,July,Q3,9,Sunday,5,1,Night,0,0,0,0,Normal Flow (True Negative),2,1030,Moderate (1-4km),South
4422,2019-03-11 09:24:00,19.74311773,93.50983799,RD-90,338,10,Bus,Medium,Rain,7742,Wet,No,Not Applicable,No,48.7,82.19,2019,3,March,Q1,11,Monday,9,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),2,3380,Good (>4km),East
4423,2022-11-04 02:23:00,20.42887392,84.22878381,RD-58,106,82,Bus,High,Clear,6478,Under Maintenance,Yes,Fatal,No,37.98,66.3,2022,11,November,Q4,4,Friday,2,0,Night,1,0,1,1,Missed Incident (False Negative),3,8692,Good (>4km),Central
4424,2022-03-26 03:41:00,28.82423118,82.53580723,RD-192,457,60,Mixed,Low,Storm,4571,Dry,No,Not Applicable,Yes,41.86,66.85,2022,3,March,Q1,26,Saturday,3,1,Night,0,1,0,0,False Alarm (False Positive),1,27420,Good (>4km),North
4425,2018-05-02 12:47:00,14.89993126,90.75338122,RD-402,167,71,Mixed,Very High,Rain,4559,Under Maintenance,No,Not Applicable,No,29.46,61.91,2018,5,May,Q2,2,Wednesday,12,0,Midday,0,0,0,0,Normal Flow (True Negative),4,11857,Good (>4km),South
4426,2018-12-03 18:09:00,28.35335071,84.04594783,RD-20,26,62,Bike,Medium,Rain,6433,Slippery,No,Not Applicable,No,31.79,35.51,2018,12,December,Q4,3,Monday,18,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,1612,Good (>4km),North
4427,2021-07-25 20:42:00,36.97030339,92.88221997,RD-399,44,107,Bike,Low,Rain,4943,Wet,No,Not Applicable,Yes,27.11,56.7,2021,7,July,Q3,25,Sunday,20,1,Evening Peak,0,1,0,0,False Alarm (False Positive),1,4708,Good (>4km),North
4428,2018-08-28 06:55:00,33.06327532,70.98412765,RD-104,345,83,Car,Very High,Snow,5093,Wet,No,Not Applicable,No,22.91,89.97,2018,8,August,Q3,28,Tuesday,6,0,Night,0,0,0,0,Normal Flow (True Negative),4,28635,Good (>4km),North
4429,2019-02-23 08:08:00,26.43165588,90.50785887,RD-468,433,99,Bike,High,Clear,9085,Wet,No,Not Applicable,Yes,25.37,80.11,2019,2,February,Q1,23,Saturday,8,1,Morning Peak,0,1,0,0,False Alarm (False Positive),3,42867,Good (>4km),East
4430,2018-08-28 14:26:00,35.25746253,72.75120311,RD-48,412,23,Truck,Low,Storm,933,Dry,No,Not Applicable,No,43.93,83.61,2018,8,August,Q3,28,Tuesday,14,0,Midday,0,0,0,0,Normal Flow (True Negative),1,9476,Poor (<1km),North
4431,2020-08-18 10:31:00,36.742166,74.53170902,RD-228,325,65,Bus,Very High,Clear,6374,Dry,No,Not Applicable,No,40.33,79.39,2020,8,August,Q3,18,Tuesday,10,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),4,21125,Good (>4km),North
4432,2022-10-25 19:29:00,24.53794285,73.2040941,RD-260,440,66,Mixed,Low,Snow,4299,Dry,Yes,Minor,No,36.41,36.18,2022,10,October,Q4,25,Tuesday,19,0,Evening Peak,1,0,0,0,Missed Incident (False Negative),1,29040,Good (>4km),West
4433,2021-06-15 05:50:00,15.93527365,74.91421921,RD-13,391,90,Bike,High,Storm,5413,Dry,Yes,Major,No,34.25,43.65,2021,6,June,Q2,15,Tuesday,5,0,Night,1,0,1,0,Missed Incident (False Negative),3,35190,Good (>4km),South
4434,2021-03-28 13:31:00,34.53451453,89.2230902,RD-410,395,75,Truck,Very High,Fog,960,Slippery,No,Not Applicable,No,47.67,30.19,2021,3,March,Q1,28,Sunday,13,1,Midday,0,0,0,0,Normal Flow (True Negative),4,29625,Poor (<1km),North
4435,2020-03-03 07:45:00,32.48164849,87.00461966,RD-248,207,95,Bike,Low,Clear,1757,Slippery,No,Not Applicable,No,22.18,48.21,2020,3,March,Q1,3,Tuesday,7,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),1,19665,Moderate (1-4km),North
4436,2021-07-24 20:58:00,10.45372658,74.66365754,RD-464,435,39,Mixed,Very High,Snow,5203,Under Maintenance,No,Not Applicable,Yes,28.42,36.52,2021,7,July,Q3,24,Saturday,20,1,Evening Peak,0,1,0,0,False Alarm (False Positive),4,16965,Good (>4km),South
4437,2022-05-21 05:09:00,35.15486635,75.83507317,RD-257,126,47,Bike,High,Fog,7909,Wet,No,Not Applicable,No,30.5,58.37,2022,5,May,Q2,21,Saturday,5,1,Night,0,0,0,0,Normal Flow (True Negative),3,5922,Good (>4km),North
4438,2022-04-05 16:21:00,18.62037528,70.87952927,RD-79,453,9,Bus,Low,Snow,9420,Slippery,Yes,Fatal,No,43.47,70.63,2022,4,April,Q2,5,Tuesday,16,0,Midday,1,0,1,1,Missed Incident (False Negative),1,4077,Good (>4km),West
4439,2021-08-08 21:21:00,17.34049136,80.01863014,RD-98,248,50,Bike,Medium,Storm,1090,Under Maintenance,No,Not Applicable,No,49.78,82.47,2021,8,August,Q3,8,Sunday,21,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,12400,Moderate (1-4km),Central
4440,2021-11-24 00:19:00,17.95481136,78.97896973,RD-175,20,39,Truck,Very High,Clear,6541,Under Maintenance,No,Not Applicable,No,27.22,74.95,2021,11,November,Q4,24,Wednesday,0,0,Night,0,0,0,0,Normal Flow (True Negative),4,780,Good (>4km),Central
4441,2020-10-26 09:59:00,17.28053113,72.22865795,RD-473,338,104,Bike,Very High,Snow,2866,Dry,No,Not Applicable,No,46.23,86.32,2020,10,October,Q4,26,Monday,9,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),4,35152,Moderate (1-4km),West
4442,2021-09-10 22:40:00,22.96473021,92.20412619,RD-248,36,105,Mixed,Very High,Storm,7986,Under Maintenance,No,Not Applicable,Yes,44.92,33.23,2021,9,September,Q3,10,Friday,22,0,Night,0,1,0,0,False Alarm (False Positive),4,3780,Good (>4km),East
4443,2023-09-28 14:25:00,24.81343793,92.72525641,RD-376,279,91,Bike,Very High,Snow,2666,Under Maintenance,No,Not Applicable,No,26.74,30.73,2023,9,September,Q3,28,Thursday,14,0,Midday,0,0,0,0,Normal Flow (True Negative),4,25389,Moderate (1-4km),East
4444,2021-02-24 12:24:00,20.34342769,71.16235724,RD-448,108,40,Truck,Very High,Rain,5789,Dry,No,Not Applicable,Yes,31.98,69.68,2021,2,February,Q1,24,Wednesday,12,0,Midday,0,1,0,0,False Alarm (False Positive),4,4320,Good (>4km),West
4445,2019-03-12 17:54:00,19.96478976,75.72461264,RD-269,135,8,Bike,Very High,Clear,5242,Slippery,No,Not Applicable,No,32.29,47.36,2019,3,March,Q1,12,Tuesday,17,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),4,1080,Good (>4km),Central
4446,2021-06-25 15:44:00,29.38210004,89.34658103,RD-159,221,65,Car,High,Rain,789,Slippery,No,Not Applicable,No,49.35,45.21,2021,6,June,Q2,25,Friday,15,0,Midday,0,0,0,0,Normal Flow (True Negative),3,14365,Poor (<1km),North
4447,2022-12-30 20:38:00,8.08779861,93.22903405,RD-398,452,6,Mixed,Low,Snow,8879,Slippery,No,Not Applicable,Yes,25.43,49.85,2022,12,December,Q4,30,Friday,20,0,Evening Peak,0,1,0,0,False Alarm (False Positive),1,2712,Good (>4km),South
4448,2021-02-26 20:54:00,35.45970739,70.07851667,RD-168,131,105,Car,Medium,Fog,6871,Dry,No,Not Applicable,No,43.97,46.19,2021,2,February,Q1,26,Friday,20,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,13755,Good (>4km),North
4449,2018-02-03 12:07:00,28.71857603,94.16873934,RD-74,361,39,Car,Very High,Storm,1755,Under Maintenance,No,Not Applicable,No,30.03,60.69,2018,2,February,Q1,3,Saturday,12,1,Midday,0,0,0,0,Normal Flow (True Negative),4,14079,Moderate (1-4km),North
4450,2022-09-20 13:04:00,28.51032333,69.78747749,RD-394,377,50,Mixed,Medium,Fog,2633,Dry,No,Not Applicable,Yes,41.93,56.41,2022,9,September,Q3,20,Tuesday,13,0,Midday,0,1,0,0,False Alarm (False Positive),2,18850,Moderate (1-4km),North
4451,2020-11-21 02:58:00,20.23693762,86.37973482,RD-447,401,8,Mixed,Low,Fog,7106,Under Maintenance,No,Not Applicable,No,32.6,60.75,2020,11,November,Q4,21,Saturday,2,1,Night,0,0,0,0,Normal Flow (True Negative),1,3208,Good (>4km),East
4452,2022-04-05 03:46:00,36.00781783,68.64017892,RD-51,84,64,Truck,Low,Rain,6786,Wet,No,Not Applicable,No,37.35,70.36,2022,4,April,Q2,5,Tuesday,3,0,Night,0,0,0,0,Normal Flow (True Negative),1,5376,Good (>4km),North
4453,2021-02-11 06:42:00,8.009373719,94.91968563,RD-421,459,52,Truck,Low,Storm,9885,Wet,No,Not Applicable,No,44.98,53.23,2021,2,February,Q1,11,Thursday,6,0,Night,0,0,0,0,Normal Flow (True Negative),1,23868,Good (>4km),South
4454,2020-11-22 02:04:00,10.21796089,78.25702883,RD-481,14,8,Truck,Medium,Snow,2508,Wet,No,Not Applicable,No,44.12,45.08,2020,11,November,Q4,22,Sunday,2,1,Night,0,0,0,0,Normal Flow (True Negative),2,112,Moderate (1-4km),South
4455,2021-09-01 17:51:00,31.31786479,86.81528919,RD-265,167,74,Car,High,Snow,3465,Slippery,No,Not Applicable,No,45.99,39.97,2021,9,September,Q3,1,Wednesday,17,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),3,12358,Moderate (1-4km),North
4456,2022-08-24 21:39:00,29.42232555,73.35404377,RD-347,245,55,Bike,Very High,Snow,3438,Slippery,No,Not Applicable,No,21.79,50.97,2022,8,August,Q3,24,Wednesday,21,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),4,13475,Moderate (1-4km),North
4457,2021-09-02 05:08:00,15.86930939,77.31640706,RD-68,498,21,Bus,Low,Snow,2291,Dry,No,Not Applicable,No,40.76,74.51,2021,9,September,Q3,2,Thursday,5,0,Night,0,0,0,0,Normal Flow (True Negative),1,10458,Moderate (1-4km),South
4458,2018-07-29 14:33:00,25.24803652,89.67165598,RD-106,212,8,Bike,Medium,Rain,8560,Slippery,Yes,Minor,No,24.2,75.4,2018,7,July,Q3,29,Sunday,14,1,Midday,1,0,0,0,Missed Incident (False Negative),2,1696,Good (>4km),East
4459,2022-12-18 18:55:00,23.42953268,96.21688072,RD-371,217,90,Bus,Very High,Storm,9255,Dry,No,Not Applicable,No,32.47,70.01,2022,12,December,Q4,18,Sunday,18,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),4,19530,Good (>4km),East
